Dataset,Execution,Time,Fitness_train,Fitness_test,Number_of_nodes,Number_of_nodes_real,Depth,Expression
cars,16,12.930791599,4.993880080165108,4.74415960055556,17,17,10,"-(30.217, mysquare(mysquare(mylog(mysqrt(+(+(-5.265, mysquare(cylinders)), +(-5.265, mylog(mydiv(displacement, acceleration)))))))))"
cars,17,27.5697961,4.161629082638654,3.7016542986695584,45,45,10,"-(mysquare(+(+(+(+(mylog(mylog(52.602)), mydiv(52.602, horsepower)), mydiv(52.602, weight)), mydiv(mysqrt(52.602), horsepower)), mylog(52.602))), mysqrt(-(displacement, mysquare(+(+(mydiv(52.602, myprod(horsepower, -(91.369, displacement))), mydiv(52.602, mydiv(mydiv(horsepower, 0.381), -(3.302, -1.163)))), mylog(52.602))))))"
cars,18,15.6499758,4.393997403260638,4.01268580442805,20,20,10,"mysqrt(myprod(mysquare(mydiv(69.975, mydiv(horsepower, -8.048))), mysquare(mydiv(69.975, mysqrt(mylog(myexp(-(mysquare(acceleration), +(acceleration, -82.561)))))))))"
cars,19,16.1576281,5.380303546214464,5.070169657225108,26,26,10,"+(acceleration, +(-0.836, +(mylog(63.727), +(+(mydiv(myprod(acceleration, -(+(6.866, 63.727), acceleration)), displacement), -(myexp(myexp(-0.02)), mysquare(mylog(cylinders)))), -0.836))))"
cars,20,18.204687801,6.254454139805763,6.004894193231545,28,28,9,"+(acceleration, mylog(myprod(myprod(5.23, -(mysquare(+(mydiv(acceleration, cylinders), mydiv(acceleration, cylinders))), cylinders)), -(mysquare(+(mydiv(acceleration, cylinders), mydiv(acceleration, cylinders))), mysquare(mysqrt(cylinders))))))"
cars,21,30.223887799,4.334133269132226,3.776858358824676,38,38,10,"mylog(mysquare(-(-(mydiv(mysquare(-(+(displacement, weight), myexp(mysqrt(87.713)))), +(-(horsepower, myexp(cylinders)), -(horsepower, myexp(cylinders)))), -84.982), mydiv(mysquare(mysquare(-75.963)), +(+(-(horsepower, myexp(cylinders)), -(horsepower, myexp(cylinders))), displacement)))))"
cars,22,18.7599453,5.281451807862114,4.974361955845931,26,26,10,"+(mylog(mysquare(myprod(-8.967, +(myexp(mydiv(mysqrt(-(9.369, -52.521)), -(myexp(-4.928), +(-5.87, cylinders)))), +(-0.04, mydiv(-35.223, myprod(-0.248, displacement))))))), acceleration)"
cars,23,15.841048199,4.385109069562277,3.928501691022907,35,35,10,"+(myexp(-(mylog(mysquare(+(acceleration, -61.804))), +(mylog(horsepower), mydiv(mydiv(+(+(displacement, displacement), -(mysquare(52.898), mysquare(displacement))), -(acceleration, +(weight, -59.767))), myprod(displacement, mysqrt(acceleration)))))), mysqrt(mylog(mylog(horsepower))))"
cars,24,3.243365801,5.260012458955806,5.440454452136619,11,11,6,"-(5.311, -(cylinders, -(5.311, -(-0.7, mydiv(weight, displacement)))))"
cars,25,16.8300899,4.823439096493371,4.851417892302944,29,29,10,"+(+(+(mydiv(-(53.553, myprod(mylog(cylinders), -6.082)), cylinders), mydiv(53.553, +(displacement, horsepower))), mydiv(53.553, +(mysqrt(mysqrt(mysqrt(mysqrt(myexp(horsepower))))), -8.757))), mydiv(53.553, cylinders))"
cars,26,7.3757186,5.196456887798875,4.7374938743724,14,14,9,"-(29.213, mydiv(cylinders, mydiv(myexp(mysqrt(mydiv(-(29.213, mysqrt(horsepower)), cylinders))), cylinders)))"
cars,27,11.2699263,5.079673495378459,5.035638498759162,17,17,9,"myprod(mylog(mysquare(mydiv(55.189, mydiv(acceleration, mydiv(55.189, mydiv(acceleration, mydiv(55.189, acceleration))))))), mydiv(acceleration, cylinders))"
cars,28,16.874056801,4.963842017175806,4.739462723655285,23,23,10,"mylog(mysquare(mydiv(59.966, mydiv(myprod(acceleration, -(acceleration, mysquare(+(0.592, mydiv(displacement, acceleration))))), mysquare(-(-(mysquare(59.966), myexp(cylinders)), horsepower))))))"
cars,29,10.757165901,5.027979529001323,5.2171834777829,15,15,9,"+(acceleration, mysquare(+(-(mydiv(3.069, mylog(myexp(mydiv(acceleration, cylinders)))), cylinders), mysqrt(47.669))))"
cars,30,16.933599799,5.871408808767699,5.243820822044518,24,24,10,"myprod(acceleration, mylog(mylog(+(mydiv(70.195, mydiv(mydiv(-(cylinders, 70.195), 1.676), acceleration)), mydiv(8.823, mydiv(displacement, mysquare(mydiv(-(cylinders, 70.195), 1.46))))))))"
concrete,1,31.9485211,11.388679441281237,12.009415641441684,47,47,9,"mylog(mysquare(-(-(myprod(-(mysquare(Age (day)), 9.426), mysquare(-(Water  (component 4)(kg in a m^3 mixture), Cement (component 1)(kg in a m^3 mixture)))), myprod(-(-(-(6.303, Age (day)), -6.88), -(mylog(Coarse Aggregate  (component 6)(kg in a m^3 mixture)), -(25.891, 9.426))), myprod(-(mysquare(Age (day)), 9.426), Cement (component 1)(kg in a m^3 mixture)))), myprod(-(-(-(6.303, Age (day)), 6.303), myexp(Superplasticizer (component 5)(kg in a m^3 mixture))), myprod(-(mysquare(Age (day)), 9.426), Blast Furnace Slag (component 2)(kg in a m^3 mixture))))))"
concrete,2,38.733110101,9.931928660068529,10.207557441517253,49,49,10,"+(mysqrt(+(+(+(+(Cement (component 1)(kg in a m^3 mixture), -(Superplasticizer (component 5)(kg in a m^3 mixture), mysqrt(Coarse Aggregate  (component 6)(kg in a m^3 mixture)))), +(Blast Furnace Slag (component 2)(kg in a m^3 mixture), -(Superplasticizer (component 5)(kg in a m^3 mixture), mysquare(mylog(Fine Aggregate (component 7)(kg in a m^3 mixture)))))), +(Age (day), -(Superplasticizer (component 5)(kg in a m^3 mixture), mysquare(mylog(Fine Aggregate (component 7)(kg in a m^3 mixture)))))), +(Age (day), -(Superplasticizer (component 5)(kg in a m^3 mixture), mysquare(mylog(Fine Aggregate (component 7)(kg in a m^3 mixture))))))), mysqrt(+(+(+(Cement (component 1)(kg in a m^3 mixture), +(Age (day), +(myprod(Age (day), Superplasticizer (component 5)(kg in a m^3 mixture)), -9.241))), -9.241), -(Superplasticizer (component 5)(kg in a m^3 mixture), mysquare(-9.241)))))"
concrete,3,32.328940499,9.867059155279096,9.910563683890484,42,42,10,"myprod(+(mysqrt(Age (day)), +(Superplasticizer (component 5)(kg in a m^3 mixture), +(mysqrt(Age (day)), +(myexp(mydiv(Cement (component 1)(kg in a m^3 mixture), myexp(mysqrt(27.743)))), mylog(Water  (component 4)(kg in a m^3 mixture)))))), -(mylog(mysqrt(27.743)), mydiv(mydiv(Water  (component 4)(kg in a m^3 mixture), +(Cement (component 1)(kg in a m^3 mixture), Blast Furnace Slag (component 2)(kg in a m^3 mixture))), mylog(mylog(mydiv(myprod(-0.94, -(Superplasticizer (component 5)(kg in a m^3 mixture), Fine Aggregate (component 7)(kg in a m^3 mixture))), +(mysqrt(Cement (component 1)(kg in a m^3 mixture)), mydiv(Fly Ash (component 3)(kg in a m^3 mixture), Age (day)))))))))"
concrete,4,14.169959001,13.299243562799068,13.656746157309911,17,17,9,"mydiv(mysqrt(myprod(Coarse Aggregate  (component 6)(kg in a m^3 mixture), mysqrt(mysqrt(+(Superplasticizer (component 5)(kg in a m^3 mixture), +(Superplasticizer (component 5)(kg in a m^3 mixture), mylog(Age (day)))))))), myexp(myexp(myprod(Age (day), -0.114))))"
concrete,5,42.9041723,9.103766878984988,9.270989447517568,47,47,10,"mysqrt(+(+(+(+(+(-4.372, +(-4.372, +(-4.372, Age (day)))), +(+(-4.372, +(-4.372, Age (day))), myprod(mylog(Age (day)), +(-90.545, Cement (component 1)(kg in a m^3 mixture))))), +(-4.372, mysqrt(mysqrt(myexp(mysqrt(Cement (component 1)(kg in a m^3 mixture))))))), Blast Furnace Slag (component 2)(kg in a m^3 mixture)), +(-4.372, +(-4.372, mysqrt(myprod(myprod(mysqrt(Superplasticizer (component 5)(kg in a m^3 mixture)), myprod(Cement (component 1)(kg in a m^3 mixture), Age (day))), myexp(mylog(40.294))))))))"
concrete,6,4.7066352,15.011702060617425,16.01856742632574,3,3,2,"myprod(Cement (component 1)(kg in a m^3 mixture), 0.116)"
concrete,7,23.6423904,12.319825982630102,13.030673463025677,29,29,9,"mylog(mysquare(+(-(Age (day), myprod(Age (day), -(Age (day), myexp(Superplasticizer (component 5)(kg in a m^3 mixture))))), mysquare(+(myprod(Age (day), Cement (component 1)(kg in a m^3 mixture)), +(myprod(Age (day), myprod(Age (day), Superplasticizer (component 5)(kg in a m^3 mixture))), +(myprod(Age (day), Superplasticizer (component 5)(kg in a m^3 mixture)), -(Age (day), Fine Aggregate (component 7)(kg in a m^3 mixture)))))))))"
concrete,8,26.6852385,11.394949742547501,10.687703657753286,39,39,10,"mylog(mysquare(-(myprod(Age (day), mysquare(mydiv(Age (day), 0.072))), -(myprod(8.286, myprod(8.286, myprod(mydiv(Age (day), 0.072), Age (day)))), myprod(mysquare(myprod(mydiv(Age (day), 0.072), Age (day))), mydiv(myprod(8.286, Superplasticizer (component 5)(kg in a m^3 mixture)), -(Fly Ash (component 3)(kg in a m^3 mixture), mydiv(-(-0.511, -39.268), myprod(Cement (component 1)(kg in a m^3 mixture), Superplasticizer (component 5)(kg in a m^3 mixture))))))))))"
